  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
15,     P-234,   2017/01/26 21:45:44,           1-59,14,-29.628,-236.397,17591,0,1,                                        ,                                        ,                 H2O,1485492648,0.192,0.409,45.084,0,0.003,1.075,77.467,35.385,0.935,56.166,0.862,-0.752,0,0,0,44.5,1,59,2, DGK Test1,0
16,     P-234,   2017/01/26 21:54:39,           1-59,15,-29.643,-236.423,17628,0,1,                                        ,                                        ,                 H2O,1485493183,0.184,0.37,43.742,-0.001,0.002,1.044,77.661,35.252,0.913,56.766,0.862,-0.627,0,0,0,44.438,1,59,2, DGK Test1,0
17,     P-234,   2017/01/26 22:03:34,           1-59,16,-29.64,-236.419,17658,0,1,                                        ,                                        ,                 H2O,1485493718,0.19,0.404,44.833,0,0.003,1.07,77.873,35.217,0.917,56.933,0.862,-0.677,0,0,0,44.438,1,59,2, DGK Test1,0
18,     P-234,   2017/01/26 22:12:29,           1-59,17,-29.606,-236.417,17753,0,1,                                        ,                                        ,                 H2O,1485494253,0.189,0.426,44.176,0,0.002,1.051,78.515,35.006,0.924,57.484,0.864,-0.786,0,0,0,44.5,1,59,2, DGK Test1,0
19,     P-234,   2017/01/26 22:21:25,           1-59,18,-29.657,-236.529,17458,0,1,                                        ,                                        ,                 H2O,1485494789,0.192,0.421,44.294,-0.001,0.002,1.062,76.936,34.804,0.912,55.803,0.863,-0.749,0,0,0,44.375,1,59,2, DGK Test1,0
20,     P-234,   2017/01/26 22:30:20,           1-59,19,-29.6,-236.492,17706,0,1,                                        ,                                        ,                 H2O,1485495325,0.181,0.432,44.588,0,0.002,1.07,78.293,35.551,0.909,55.394,0.862,-0.937,0,0,0,44.375,1,59,2, DGK Test1,0
21,     P-234,   2017/01/26 22:39:15,           1-59,20,-29.649,-236.459,17654,0,1,                                        ,                                        ,                 H2O,1485495860,0.179,0.386,45.367,0,0.003,1.088,77.677,35.335,0.947,57.489,0.862,-0.509,0,0,0,44.375,1,59,2, DGK Test1,0
22,     P-235,   2017/01/26 22:48:51,           1-01,1,-20.875,-165.956,17892,-1,1,                                        ,                                        ,                 H2O,1485496436,0.185,0.36,45.022,-0.001,0,1.073,79.277,35.207,0.949,58.444,0.862,-0.848,0,0,0,44.312,1,1,3, DGK Test1,0
23,     P-235,   2017/01/26 22:57:48,           1-01,2,-20.806,-163.46,17423,-1,1,                                        ,                                        ,                 H2O,1485496974,0.191,0.395,42.842,-0.001,-0.002,1.028,76.835,34.464,0.931,56.827,0.861,-0.77,0,0,0,44.312,1,1,3, DGK Test1,0
24,     P-235,   2017/01/26 23:06:46,           1-01,3,-20.721,-162.631,17864,-1,1,                                        ,                                        ,                 H2O,1485497511,0.183,0.436,44.136,-0.001,-0.002,1.046,79.132,35.141,0.98,58.533,0.862,-0.915,0,0,0,44.312,1,1,3, DGK Test1,0
25,     P-235,   2017/01/26 23:15:42,           1-01,4,-20.748,-162.433,17503,0,1,                                        ,                                        ,                 H2O,1485498048,0.198,0.431,43.917,-0.001,-0.001,1.053,77.16,34.74,0.945,57.121,0.863,-0.795,0,0,0,44.312,1,1,3, DGK Test1,0
26,     P-235,   2017/01/26 23:24:38,           1-01,5,-20.676,-162.058,18042,0,1,                                        ,                                        ,                 H2O,1485498584,0.197,0.386,44.02,-0.001,-0.001,1.049,79.958,35.559,0.97,59.371,0.862,-0.798,0,0,0,44.188,1,1,3, DGK Test1,0
27,     P-235,   2017/01/26 23:33:35,           1-01,6,-20.708,-162.099,17508,0,1,                                        ,                                        ,                 H2O,1485499121,0.194,0.406,43.45,-0.001,-0.002,1.041,77.181,34.843,0.948,56.956,0.863,-0.905,0,0,0,44.125,1,1,3, DGK Test1,0
28,     P-235,   2017/01/26 23:42:32,           1-01,7,-20.691,-161.847,17995,0,1,                                        ,                                        ,                 H2O,1485499658,0.2,0.38,44.131,-0.001,0,1.057,79.636,35.73,0.977,59.128,0.863,-0.844,0,0,0,44.125,1,1,3, DGK Test1,0
29,     P-235,   2017/01/26 23:51:29,           1-01,8,-20.664,-161.848,17660,0,1,                                        ,                                        ,                 H2O,1485500195,0.191,0.407,43.335,0,-0.001,1.033,78.106,34.956,0.942,57.169,0.862,-1.007,0,0,0,44.125,1,1,3, DGK Test1,0
30,     P-235,   2017/01/27 00:00:25,           1-01,9,-20.719,-161.779,17628,0,1,                                        ,                                        ,                 H2O,1485500731,0.183,0.376,44.738,-0.001,0,1.072,77.66,35.08,0.951,58.071,0.863,-0.69,0,0,0,44.062,1,1,3, DGK Test1,0
31,     P-235,   2017/01/27 00:09:23,           1-01,10,-20.676,-161.632,17639,0,1,                                        ,                                        ,                 H2O,1485501269,0.184,0.38,43.891,0,-0.001,1.052,77.554,35.337,0.953,58.068,0.863,-0.642,0,0,0,44.125,1,1,3, DGK Test1,0
32,     P-236,   2017/01/27 00:18:59,           1-02,1,-0.287,-10.728,17784,-1,1,                                        ,                                        ,                 H2O,1485501845,0.195,0.495,45.632,-0.001,-0.007,1.094,78.885,34.523,1.003,60.16,0.862,-1.058,0,0,0,44.125,1,2,3, DGK Test1,0
33,     P-236,   2017/01/27 00:27:56,           1-02,2,0.023,-4.911,17427,-1,1,                                        ,                                        ,                 H2O,1485502382,0.186,0.583,44.11,-0.001,-0.01,1.056,76.677,34.213,1.024,60.151,0.863,-0.78,0,0,0,44.125,1,2,3, DGK Test1,0
34,     P-236,   2017/01/27 00:36:53,           1-02,3,0.114,-3.431,17954,-1,1,                                        ,                                        ,                 H2O,1485502918,0.219,0.578,44.139,-0.001,-0.009,1.051,79.579,35.093,1.015,61.273,0.863,-0.986,0,0,0,44.062,1,2,3, DGK Test1,0
35,     P-236,   2017/01/27 00:45:50,           1-02,4,0.183,-2.628,17372,0,1,                                        ,                                        ,                 H2O,1485503456,0.207,0.503,44.211,-0.001,-0.006,1.065,76.676,33.855,1.003,59.199,0.863,-1.056,0,0,0,44.062,1,2,3, DGK Test1,0
36,     P-236,   2017/01/27 00:54:47,           1-02,5,0.211,-2.073,17758,0,1,                                        ,                                        ,                 H2O,1485503993,0.19,0.525,44.946,-0.001,-0.008,1.071,78.465,35.107,0.985,59.997,0.863,-1.092,0,0,0,44,1,2,3, DGK Test1,0
37,     P-236,   2017/01/27 01:03:44,           1-02,6,0.239,-1.757,17668,0,1,                                        ,                                        ,                 H2O,1485504530,0.218,0.483,43.595,-0.002,-0.007,1.044,78.287,34.216,1.016,60.285,0.863,-1.107,0,0,0,44,1,2,3, DGK Test1,0
38,     P-236,   2017/01/27 01:12:40,           1-02,7,0.258,-1.567,17466,0,1,                                        ,                                        ,                 H2O,1485505066,0.194,0.452,43.418,-0.001,-0.005,1.039,77.153,34.176,0.988,59.285,0.863,-1.148,0,0,0,44,1,2,3, DGK Test1,0
39,     P-236,   2017/01/27 01:21:37,           1-02,8,0.27,-1.233,17834,0,1,                                        ,                                        ,                 H2O,1485505603,0.215,0.486,44.729,-0.001,-0.006,1.067,78.972,34.865,1.017,60.489,0.861,-1.038,0,0,0,44,1,2,3, DGK Test1,0
40,     P-236,   2017/01/27 01:30:33,           1-02,9,0.262,-1.065,17674,0,1,                                        ,                                        ,                 H2O,1485506139,0.187,0.516,44.397,0,-0.006,1.065,78.27,34.437,1.007,59.835,0.863,-1.114,0,0,0,43.938,1,2,3, DGK Test1,0
41,     P-236,   2017/01/27 01:39:30,           1-02,10,0.266,-0.875,17659,0,1,                                        ,                                        ,                 H2O,1485506675,0.186,0.467,45.028,-0.001,-0.006,1.085,78.206,34.188,1.007,60.343,0.864,-1.02,0,0,0,44,1,2,3, DGK Test1,0
42,     P-237,   2017/01/27 01:49:07,           1-03,1,-28.903,-222.314,17755,-1,1,                                        ,                                        ,                 H2O,1485507253,0.196,0.395,45.155,0,0.003,1.077,78.416,35.462,0.911,56.814,0.862,-0.792,0,0,0,43.938,1,3,3, DGK Test1,0
43,     P-237,   2017/01/27 01:58:03,           1-03,2,-29.276,-230.804,17710,-1,1,                                        ,                                        ,                 H2O,1485507789,0.189,0.522,45.239,0,0.009,1.08,78.146,35.211,0.93,57.264,0.862,-0.613,0,0,0,44.062,1,3,3, DGK Test1,0
44,     P-237,   2017/01/27 02:07:00,           1-03,3,-29.352,-232.559,17554,-1,1,                                        ,                                        ,                 H2O,1485508326,0.194,0.501,44.944,0.001,0.008,1.08,77.568,34.462,0.925,57.06,0.861,-0.78,0,0,0,44.062,1,3,3, DGK Test1,0
45,     P-237,   2017/01/27 02:15:57,           1-03,4,-29.424,-233.738,17683,0,1,                                        ,                                        ,                 H2O,1485508862,0.192,0.439,45.798,0,0.006,1.093,78.008,35.545,0.911,56.147,0.861,-0.826,0,0,0,44,1,3,3, DGK Test1,0
46,     P-237,   2017/01/27 02:24:53,           1-03,5,-29.457,-234.174,17427,0,1,                                        ,                                        ,                 H2O,1485509398,0.205,0.481,45.95,-0.001,0.007,1.103,76.729,34.891,0.914,55.5,0.862,-0.8,0,0,0,43.938,1,3,3, DGK Test1,0
47,     P-237,   2017/01/27 02:33:49,           1-03,6,-29.507,-234.635,17405,0,1,                                        ,                                        ,                 H2O,1485509935,0.195,0.466,46.061,0,0.005,1.1,76.595,34.791,0.908,55.828,0.862,-0.67,0,0,0,43.938,1,3,3, DGK Test1,0
48,     P-237,   2017/01/27 02:42:46,           1-03,7,-29.515,-234.877,17671,0,1,                                        ,                                        ,                 H2O,1485510472,0.184,0.43,46.194,-0.001,0.005,1.103,77.878,35.345,0.926,56.928,0.862,-0.693,0,0,0,44,1,3,3, DGK Test1,0
49,     P-237,   2017/01/27 02:51:43,           1-03,8,-29.494,-235.105,17599,0,1,                                        ,                                        ,                 H2O,1485511008,0.173,0.395,45.389,0,0.004,1.088,77.775,35.199,0.901,55.263,0.863,-0.989,0,0,0,44.062,1,3,3, DGK Test1,0
50,     P-237,   2017/01/27 03:00:40,           1-03,9,-29.539,-235.421,17489,0,1,                                        ,                                        ,                 H2O,1485511545,0.178,0.426,44.497,-0.001,0.005,1.068,77.149,34.853,0.926,55.474,0.862,-0.839,0,0,0,44.062,1,3,3, DGK Test1,0
51,     P-237,   2017/01/27 03:09:37,           1-03,10,-29.541,-235.527,17727,0,1,                                        ,                                        ,                 H2O,1485512082,0.183,0.404,45.408,0,0.004,1.091,78.229,35.687,0.917,56.069,0.861,-0.728,0,0,0,44.062,1,3,3, DGK Test1,0
52,     P-238,   2017/01/27 03:19:14,           1-99,1,-20.451,-164.056,17481,-1,1,                                        ,                                        ,                 H2O,1485512659,0.174,0.415,45.933,0,0.003,1.095,77.146,34.626,0.91,56.91,0.862,-0.88,0,0,0,44.062,1,99,4, DGK Test1,0
53,     P-238,   2017/01/27 03:28:08,           1-99,2,-20.345,-161.486,17738,-1,1,                                        ,                                        ,                 H2O,1485513194,0.183,0.382,44.235,0,0,1.061,78.468,34.945,0.974,58.109,0.862,-0.832,0,0,0,44.062,1,99,4, DGK Test1,0
54,     P-238,   2017/01/27 03:37:03,           1-99,3,-20.352,-160.851,17656,-1,1,                                        ,                                        ,                 H2O,1485513729,0.18,0.424,45.564,-0.001,-0.001,1.087,77.962,34.83,0.941,58.215,0.863,-0.772,0,0,0,44.062,1,99,4, DGK Test1,0
55,     P-238,   2017/01/27 03:45:57,           1-99,4,-20.288,-160.5,17503,0,1,                                        ,                                        ,                 H2O,1485514263,0.184,0.374,44.095,0,0,1.051,77.082,34.983,0.937,56.869,0.862,-0.826,0,0,0,44.062,1,99,4, DGK Test1,0
56,     P-238,   2017/01/27 03:54:51,           1-99,5,-20.3,-160.532,17474,0,1,                                        ,                                        ,                 H2O,1485514797,0.184,0.386,44.188,0,-0.001,1.061,77.073,34.915,0.925,55.961,0.862,-1.033,0,0,0,44.062,1,99,4, DGK Test1,0
57,     P-238,   2017/01/27 04:03:45,           1-99,6,-20.291,-160.346,17570,0,1,                                        ,                                        ,                 H2O,1485515330,0.184,0.403,43.156,-0.001,0,1.036,77.525,34.753,0.953,57.536,0.862,-0.827,0,0,0,44.125,1,99,4, DGK Test1,0
58,     P-238,   2017/01/27 04:12:39,           1-99,7,-20.302,-160.369,17437,0,1,                                        ,                                        ,                 H2O,1485515865,0.195,0.406,40.275,-0.001,0,0.959,76.792,35.012,0.917,55.938,0.861,-0.919,0,0,0,44.125,1,99,4, DGK Test1,0
59,     P-238,   2017/01/27 04:21:34,           1-99,8,-20.284,-160.22,17874,0,1,                                        ,                                        ,                 H2O,1485516400,0.21,0.402,42.75,0,0,1.024,79.1,35.32,0.985,58.609,0.862,-0.842,0,0,0,44,1,99,4, DGK Test1,0
60,     P-238,   2017/01/27 04:30:28,           1-99,9,-20.266,-160.246,17446,0,1,                                        ,                                        ,                 H2O,1485516934,0.201,0.385,42.776,-0.001,0,1.019,77.003,34.56,0.935,56.443,0.862,-1.004,0,0,0,44,1,99,4, DGK Test1,0
61,     P-238,   2017/01/27 04:39:23,           1-99,10,-20.297,-160.212,17513,0,1,                                        ,                                        ,                 H2O,1485517468,0.197,0.406,41.293,0,0.001,0.989,77.301,34.513,0.94,57.595,0.862,-0.858,0,0,0,43.938,1,99,4, DGK Test1,0
62,     P-239,   2017/01/27 04:49:00,          1-100,1,-0.073,-10.265,17659,-1,1,                                        ,                                        ,                 H2O,1485518046,0.22,0.482,42.406,-0.002,-0.006,1.009,78.006,34.718,1.003,59.869,0.862,-1.027,0,0,0,44,1,100,4, DGK Test1,0
63,     P-239,   2017/01/27 04:57:54,          1-100,2,0.24,-4.189,17680,-1,1,                                        ,                                        ,                 H2O,1485518580,0.221,0.571,41.349,-0.001,-0.01,0.984,78.11,34.418,1.022,60.964,0.862,-0.937,0,0,0,44,1,100,4, DGK Test1,0
64,     P-239,   2017/01/27 05:06:47,          1-100,3,0.348,-2.715,17430,-1,1,                                        ,                                        ,                 H2O,1485519113,0.173,0.555,41.793,-0.001,-0.009,1.002,76.76,34.167,1.005,60.045,0.862,-0.849,0,0,0,44.062,1,100,4, DGK Test1,0
65,     P-239,   2017/01/27 05:15:41,          1-100,4,0.415,-1.818,17628,0,1,                                        ,                                        ,                 H2O,1485519647,0.205,0.554,43.577,-0.002,-0.009,1.05,77.89,34.486,1.006,60.162,0.863,-0.926,0,0,0,44,1,100,4, DGK Test1,0
66,     P-239,   2017/01/27 05:24:36,          1-100,5,0.41,-1.214,17580,0,1,                                        ,                                        ,                 H2O,1485520181,0.193,0.504,43.341,-0.001,-0.007,1.041,77.701,34.227,1.005,59.892,0.861,-1.012,0,0,0,44,1,100,4, DGK Test1,0
67,     P-239,   2017/01/27 05:33:30,          1-100,6,0.446,-0.941,17571,0,1,                                        ,                                        ,                 H2O,1485520715,0.193,0.488,43.955,-0.002,-0.006,1.054,77.468,34.666,1,59.677,0.862,-0.919,0,0,0,43.938,1,100,4, DGK Test1,0
68,     P-239,   2017/01/27 05:42:23,          1-100,7,0.449,-0.738,17626,0,1,                                        ,                                        ,                 H2O,1485521249,0.187,0.466,44.031,-0.001,-0.005,1.057,77.882,34.727,1.004,59.313,0.862,-1.141,0,0,0,44,1,100,4, DGK Test1,0
69,     P-239,   2017/01/27 05:51:17,          1-100,8,0.479,-0.375,17312,0,1,                                        ,                                        ,                 H2O,1485521783,0.197,0.49,43.813,-0.001,-0.006,1.045,76.169,34.049,0.995,58.889,0.861,-0.935,0,0,0,44.062,1,100,4, DGK Test1,0
70,     P-239,   2017/01/27 06:00:11,          1-100,9,0.513,-0.19,17428,0,1,                                        ,                                        ,                 H2O,1485522317,0.183,0.463,43.96,-0.001,-0.004,1.055,76.824,33.961,1.02,60.086,0.861,-0.923,0,0,0,44.062,1,100,4, DGK Test1,0
71,     P-239,   2017/01/27 06:09:06,          1-100,10,0.491,-0.146,17607,0,1,                                        ,                                        ,                 H2O,1485522851,0.193,0.442,43.556,-0.001,-0.006,1.043,77.799,34.487,1.01,59.685,0.863,-0.947,0,0,0,43.938,1,100,4, DGK Test1,0
72,     P-240,   2017/01/27 06:18:45,          1-101,1,-28.568,-221.16,17541,-1,1,                                        ,                                        ,                 H2O,1485523431,0.197,0.398,43.59,0,0.004,1.044,77.202,35.025,0.934,56.949,0.863,-0.619,0,0,0,44,1,101,4, DGK Test1,0
73,     P-240,   2017/01/27 06:27:38,          1-101,2,-28.905,-229.262,17501,-1,1,                                        ,                                        ,                 H2O,1485523964,0.182,0.55,44.271,0.001,0.01,1.055,76.812,34.962,0.956,57.813,0.862,-0.439,0,0,0,44,1,101,4, DGK Test1,0
74,     P-240,   2017/01/27 06:36:32,          1-101,3,-29.04,-231.51,17377,-1,1,                                        ,                                        ,                 H2O,1485524498,0.194,0.491,42.469,0,0.008,1.018,76.418,34.897,0.918,55.382,0.861,-0.717,0,0,0,44,1,101,4, DGK Test1,0
75,     P-240,   2017/01/27 06:45:26,          1-101,4,-29.061,-232.311,17654,0,1,                                        ,                                        ,                 H2O,1485525032,0.182,0.473,42.315,0,0.007,1.014,77.896,35.303,0.922,56.348,0.862,-0.776,0,0,0,44,1,101,4, DGK Test1,0
76,     P-240,   2017/01/27 06:54:21,          1-101,5,-29.067,-232.846,17592,0,1,                                        ,                                        ,                 H2O,1485525566,0.197,0.521,42.922,0,0.008,1.017,77.61,35.419,0.911,55.027,0.861,-0.887,0,0,0,44.062,1,101,4, DGK Test1,0
77,     P-240,   2017/01/27 07:03:14,          1-101,6,-29.132,-233.366,17440,0,1,                                        ,                                        ,                 H2O,1485526100,0.191,0.453,43.436,-0.001,0.005,1.042,76.849,35.071,0.901,54.701,0.861,-0.9,0,0,0,44,1,101,4, DGK Test1,0
78,     P-240,   2017/01/27 07:12:08,          1-101,7,-29.147,-233.706,17487,0,1,                                        ,                                        ,                 H2O,1485526634,0.185,0.438,45.131,0.001,0.006,1.082,77.049,35.147,0.92,55.193,0.863,-0.884,0,0,0,44.062,1,101,4, DGK Test1,0
79,     P-240,   2017/01/27 07:21:03,          1-101,8,-29.182,-233.932,17471,0,1,                                        ,                                        ,                 H2O,1485527169,0.178,0.432,42.949,0,0.005,1.03,76.894,35.16,0.909,55.527,0.862,-0.84,0,0,0,44,1,101,4, DGK Test1,0
80,     P-240,   2017/01/27 07:29:57,          1-101,9,-29.177,-234.107,17457,0,1,                                        ,                                        ,                 H2O,1485527702,0.175,0.42,51.984,0,0.006,1.24,76.741,34.874,0.953,56.501,0.862,-0.591,0,0,0,44.438,1,101,4, DGK Test1,0
81,     P-240,   2017/01/27 07:38:52,          1-101,10,-29.201,-234.254,17480,0,1,                                        ,                                        ,                 H2O,1485528236,0.174,0.433,42.946,0,0.005,1.023,76.982,35.074,0.898,55.517,0.862,-0.784,0,0,0,45.062,1,101,4, DGK Test1,0
