  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    11,     P-336,   2017/08/14 17:21:10,           1-02,       1,        -0.090,        -9.533,         17793,      -1,    1,                                        ,                                        ,                 H2O, 1502753175.33,         0.202,         0.421,        54.181,        -0.001,        -0.004,         1.290,        79.445,        34.911,         1.020,        60.406,         0.864,        -1.084,       -0.0000,       -0.0000,    0,        44.625,         1,       2,       1, DGK Test1,       0
    12,     P-336,   2017/08/14 17:30:07,           1-02,       2,         0.219,        -3.464,         18010,      -1,    1,                                        ,                                        ,                 H2O, 1502753712.86,         0.216,         0.530,        54.046,        -0.001,        -0.009,         1.289,        80.660,        35.165,         1.006,        61.124,         0.863,        -1.138,        0.0000,        0.0000,    0,        44.625,         1,       2,       1, DGK Test1,       0
    13,     P-336,   2017/08/14 17:39:04,           1-02,       3,         0.260,        -2.250,         17829,      -1,    1,                                        ,                                        ,                 H2O, 1502754249.17,         0.214,         0.528,        54.357,        -0.002,        -0.008,         1.296,        79.587,        34.931,         1.016,        60.738,         0.863,        -0.921,       -0.0000,       -0.0000,    0,        44.500,         1,       2,       1, DGK Test1,       0
    14,     P-336,   2017/08/14 17:48:00,           1-02,       4,         0.317,        -1.389,         17888,       0,    1,                                        ,                                        ,                 H2O, 1502754785.56,         0.200,         0.549,        53.853,        -0.001,        -0.008,         1.286,        79.902,        35.120,         1.021,        60.562,         0.863,        -1.067,       -0.0000,       -0.0000,    0,        44.438,         1,       2,       1, DGK Test1,       0
    15,     P-336,   2017/08/14 17:56:57,           1-02,       5,         0.333,        -0.985,         17852,       0,    1,                                        ,                                        ,                 H2O, 1502755322.45,         0.189,         0.508,        54.476,        -0.001,        -0.008,         1.292,        79.816,        34.352,         1.024,        62.231,         0.862,        -0.924,       -0.0000,       -0.0000,    0,        44.438,         1,       2,       1, DGK Test1,       0
    16,     P-336,   2017/08/14 18:05:54,           1-02,       6,         0.372,        -0.558,         17854,       0,    1,                                        ,                                        ,                 H2O, 1502755858.97,         0.207,         0.461,        53.863,        -0.001,        -0.005,         1.284,        79.713,        34.729,         1.013,        61.749,         0.864,        -0.908,       -0.0000,       -0.0000,    0,        44.438,         1,       2,       1, DGK Test1,       0
    17,     P-336,   2017/08/14 18:14:51,           1-02,       7,         0.381,        -0.375,         17820,       0,    1,                                        ,                                        ,                 H2O, 1502756396.07,         0.174,         0.483,        53.793,        -0.001,        -0.005,         1.290,        79.492,        34.652,         1.034,        61.786,         0.864,        -0.874,       -0.0000,       -0.0000,    0,        44.438,         1,       2,       1, DGK Test1,       0
    18,     P-336,   2017/08/14 18:23:47,           1-02,       8,         0.407,        -0.222,         17738,       0,    1,                                        ,                                        ,                 H2O, 1502756933.23,         0.218,         0.493,        53.619,        -0.002,        -0.006,         1.288,        79.162,        34.713,         1.011,        60.292,         0.862,        -1.046,       -0.0000,       -0.0000,    0,        44.375,         1,       2,       1, DGK Test1,       0
    19,     P-336,   2017/08/14 18:32:44,           1-02,       9,         0.376,        -0.088,         17801,       0,    1,                                        ,                                        ,                 H2O, 1502757469.77,         0.208,         0.468,        53.233,        -0.001,        -0.004,         1.271,        79.541,        34.587,         1.028,        61.080,         0.863,        -0.998,       -0.0000,       -0.0000,    0,        44.500,         1,       2,       1, DGK Test1,       0
    20,     P-336,   2017/08/14 18:41:41,           1-02,      10,         0.398,         0.065,         17757,       0,    1,                                        ,                                        ,                 H2O, 1502758006.64,         0.203,         0.472,        53.743,        -0.001,        -0.004,         1.273,        79.392,        34.633,         1.026,        59.748,         0.864,        -1.133,        0.0000,        0.0000,    0,        44.312,         1,       2,       1, DGK Test1,       0
    21,     P-337,   2017/08/14 18:51:18,           1-03,       1,       -28.697,      -220.928,         17663,      -1,    1,                                        ,                                        ,                 H2O, 1502758583.21,         0.183,         0.444,        53.418,         0.000,         0.003,         1.275,        78.647,        34.678,         0.958,        58.615,         0.862,        -0.577,       -0.0000,       -0.0000,    0,        44.250,         1,       3,       1, DGK Test1,       0
    22,     P-337,   2017/08/14 19:00:15,           1-03,       2,       -29.113,      -229.522,         17837,      -1,    1,                                        ,                                        ,                 H2O, 1502759121.04,         0.190,         0.612,        53.413,         0.001,         0.011,         1.273,        79.363,        35.542,         0.984,        58.427,         0.863,        -0.524,       -0.0000,       -0.0000,    0,        44.312,         1,       3,       1, DGK Test1,       0
    23,     P-337,   2017/08/14 19:09:12,           1-03,       3,       -29.206,      -231.540,         17845,      -1,    1,                                        ,                                        ,                 H2O, 1502759657.63,         0.166,         0.535,        52.760,        -0.000,         0.009,         1.259,        79.635,        35.752,         0.903,        56.447,         0.862,        -0.913,       -0.0000,       -0.0000,    0,        44.312,         1,       3,       1, DGK Test1,       0
    24,     P-337,   2017/08/14 19:18:09,           1-03,       4,       -29.290,      -232.543,         17884,       0,    1,                                        ,                                        ,                 H2O, 1502760194.61,         0.210,         0.463,        52.812,         0.000,         0.007,         1.267,        79.753,        35.544,         0.943,        57.883,         0.863,        -0.649,        0.0000,        0.0000,    0,        44.312,         1,       3,       1, DGK Test1,       0
    25,     P-337,   2017/08/14 19:27:05,           1-03,       5,       -29.316,      -233.212,         17827,       0,    1,                                        ,                                        ,                 H2O, 1502760730.36,         0.193,         0.481,        53.367,         0.001,         0.008,         1.273,        79.369,        35.524,         0.959,        57.851,         0.863,        -0.654,       -0.0000,       -0.0000,    0,        44.250,         1,       3,       1, DGK Test1,       0
    26,     P-337,   2017/08/14 19:36:01,           1-03,       6,       -29.318,      -233.567,         17857,       0,    1,                                        ,                                        ,                 H2O, 1502761267.09,         0.183,         0.478,        53.064,        -0.000,         0.007,         1.274,        79.549,        35.559,         0.947,        57.978,         0.863,        -0.658,       -0.0000,       -0.0000,    0,        44.188,         1,       3,       1, DGK Test1,       0
    27,     P-337,   2017/08/14 19:44:58,           1-03,       7,       -29.357,      -233.884,         17855,       0,    1,                                        ,                                        ,                 H2O, 1502761803.20,         0.174,         0.443,        52.860,        -0.000,         0.006,         1.259,        79.550,        35.400,         0.940,        58.177,         0.864,        -0.564,        0.0000,        0.0000,    0,        44.312,         1,       3,       1, DGK Test1,       0
    28,     P-337,   2017/08/14 19:53:54,           1-03,       8,       -29.362,      -234.215,         17844,       0,    1,                                        ,                                        ,                 H2O, 1502762339.93,         0.193,         0.410,        52.936,        -0.000,         0.005,         1.272,        79.562,        35.916,         0.923,        56.307,         0.863,        -0.858,       -0.0000,       -0.0000,    0,        44.312,         1,       3,       1, DGK Test1,       0
    29,     P-337,   2017/08/14 20:02:51,           1-03,       9,       -29.386,      -234.324,         17865,       0,    1,                                        ,                                        ,                 H2O, 1502762876.44,         0.184,         0.450,        52.967,        -0.001,         0.005,         1.270,        79.515,        35.693,         0.945,        58.009,         0.863,        -0.609,        0.0000,        0.0000,    0,        44.250,         1,       3,       1, DGK Test1,       0
    30,     P-337,   2017/08/14 20:11:48,           1-03,      10,       -29.418,      -234.513,         17860,       0,    1,                                        ,                                        ,                 H2O, 1502763413.37,         0.174,         0.444,        52.627,        -0.000,         0.005,         1.262,        79.652,        35.525,         0.955,        57.524,         0.864,        -0.684,        0.0000,        0.0000,    0,        44.188,         1,       3,       1, DGK Test1,       0
    31,     P-338,   2017/08/14 20:21:24,           1-08,       1,       -34.811,      -278.942,         17547,      -1,    1,                                        ,                                        ,                 H2O, 1502763990.16,         0.185,         0.461,        52.656,         0.000,         0.007,         1.257,        77.983,        35.388,         0.896,        55.072,         0.862,        -0.712,       -0.0000,       -0.0000,    0,        44.188,         1,       8,       2, DGK Test1,       0
    32,     P-338,   2017/08/14 20:30:21,           1-08,       2,       -34.909,      -280.793,         17786,      -1,    1,                                        ,                                        ,                 H2O, 1502764526.63,         0.173,         0.486,        52.859,         0.000,         0.008,         1.261,        79.107,        35.565,         0.952,        57.127,         0.863,        -0.557,        0.0000,        0.0000,    0,        44.188,         1,       8,       2, DGK Test1,       0
    33,     P-338,   2017/08/14 20:39:18,           1-08,       3,       -34.950,      -281.351,         17815,      -1,    1,                                        ,                                        ,                 H2O, 1502765063.38,         0.183,         0.533,        53.071,        -0.001,         0.008,         1.272,        79.249,        35.999,         0.900,        56.344,         0.863,        -0.704,        0.0000,        0.0000,    0,        44.375,         1,       8,       2, DGK Test1,       0
    34,     P-338,   2017/08/14 20:48:14,           1-08,       4,       -34.974,      -281.650,         17799,       0,    1,                                        ,                                        ,                 H2O, 1502765599.80,         0.189,         0.502,        51.857,         0.000,         0.008,         1.238,        79.302,        35.756,         0.916,        55.885,         0.863,        -0.695,       -0.0000,       -0.0000,    0,        44.625,         1,       8,       2, DGK Test1,       0
    35,     P-338,   2017/08/14 20:57:09,           1-08,       5,       -34.962,      -281.850,         17674,       0,    1,                                        ,                                        ,                 H2O, 1502766135.21,         0.198,         0.516,        52.798,        -0.000,         0.008,         1.253,        78.540,        35.539,         0.914,        56.254,         0.862,        -0.649,       -0.0000,       -0.0000,    0,        44.375,         1,       8,       2, DGK Test1,       0
    36,     P-339,   2017/08/14 21:06:46,           1-09,       1,       -17.066,      -135.353,         17901,      -1,    1,                                        ,                                        ,                 H2O, 1502766711.66,         0.197,         0.410,        52.786,        -0.001,         0.001,         1.259,        82.999,        35.362,         0.963,        58.809,         0.863,        -0.877,        0.0000,        0.0000,    0,        44.438,         1,       9,       2, DGK Test1,       0
    37,     P-339,   2017/08/14 21:15:43,           1-09,       2,       -16.861,      -130.086,         17790,      -1,    1,                                        ,                                        ,                 H2O, 1502767248.34,         0.199,         0.422,        52.799,        -0.001,        -0.003,         1.252,        82.354,        34.953,         0.971,        59.245,         0.863,        -0.739,       -0.0000,       -0.0000,    0,        44.375,         1,       9,       2, DGK Test1,       0
    38,     P-339,   2017/08/14 21:24:40,           1-09,       3,       -16.753,      -128.837,         17813,      -1,    1,                                        ,                                        ,                 H2O, 1502767785.44,         0.206,         0.413,        54.952,        -0.001,        -0.002,         1.310,        82.522,        35.262,         0.958,        58.333,         0.864,        -0.898,       -0.0000,       -0.0000,    0,        44.375,         1,       9,       2, DGK Test1,       0
    39,     P-339,   2017/08/14 21:33:36,           1-09,       4,       -16.740,      -128.246,         17687,       0,    1,                                        ,                                        ,                 H2O, 1502768321.28,         0.179,         0.390,        52.774,        -0.001,        -0.001,         1.259,        81.803,        35.258,         0.934,        57.502,         0.863,        -0.903,        0.0000,        0.0000,    0,        44.312,         1,       9,       2, DGK Test1,       0
    40,     P-339,   2017/08/14 21:42:33,           1-09,       5,       -16.742,      -128.103,         17568,       0,    1,                                        ,                                        ,                 H2O, 1502768858.41,         0.188,         0.392,        58.642,        -0.000,        -0.000,         1.405,        81.257,        34.774,         0.970,        57.485,         0.863,        -0.879,       -0.0000,       -0.0000,    0,        44.438,         1,       9,       2, DGK Test1,       0
    41,     P-340,   2017/08/14 21:52:09,           1-10,       1,       -36.236,      -280.000,         17698,      -1,    1,                                        ,                                        ,                 H2O, 1502769435.21,         0.196,         0.427,        52.992,         0.001,         0.005,         1.263,        78.638,        35.737,         0.933,        56.195,         0.864,        -0.613,        0.0000,        0.0000,    0,        44.438,         1,      10,       2, DGK Test1,       0
    42,     P-340,   2017/08/14 22:01:06,           1-10,       2,       -36.500,      -285.881,         17793,      -1,    1,                                        ,                                        ,                 H2O, 1502769971.90,         0.173,         0.541,        52.338,         0.001,         0.009,         1.264,        79.206,        36.162,         0.897,        55.118,         0.863,        -0.803,       -0.0000,       -0.0000,    0,        44.375,         1,      10,       2, DGK Test1,       0
    43,     P-340,   2017/08/14 22:10:03,           1-10,       3,       -36.596,      -287.203,         17682,      -1,    1,                                        ,                                        ,                 H2O, 1502770508.92,         0.176,         0.543,        54.313,         0.001,         0.010,         1.303,        78.567,        35.699,         0.912,        55.719,         0.863,        -0.692,       -0.0000,       -0.0000,    0,        44.250,         1,      10,       2, DGK Test1,       0
    44,     P-340,   2017/08/14 22:19:00,           1-10,       4,       -36.628,      -287.775,         17671,       0,    1,                                        ,                                        ,                 H2O, 1502771045.55,         0.192,         0.490,        52.424,         0.000,         0.008,         1.251,        78.434,        35.361,         0.918,        57.048,         0.863,        -0.477,        0.0000,        0.0000,    0,        44.188,         1,      10,       2, DGK Test1,       0
    45,     P-340,   2017/08/14 22:27:57,           1-10,       5,       -36.660,      -288.321,         17723,       0,    1,                                        ,                                        ,                 H2O, 1502771582.66,         0.194,         0.453,        52.305,         0.000,         0.007,         1.247,        78.801,        35.881,         0.918,        55.481,         0.863,        -0.716,        0.0000,        0.0000,    0,        44.062,         1,      10,       2, DGK Test1,       0
    46,     P-341,   2017/08/14 22:37:35,           1-11,       1,       -34.963,      -282.116,         17568,      -1,    1,                                        ,                                        ,                 H2O, 1502772160.48,         0.171,         0.410,        52.604,        -0.000,         0.005,         1.263,        78.125,        35.094,         0.930,        55.916,         0.862,        -0.573,        0.0000,        0.0000,    0,        44.062,         1,      11,       2, DGK Test1,       0
    47,     P-341,   2017/08/14 22:46:31,           1-11,       2,       -34.970,      -282.064,         17687,      -1,    1,                                        ,                                        ,                 H2O, 1502772697.12,         0.173,         0.475,        52.244,        -0.000,         0.007,         1.254,        78.562,        35.503,         0.914,        56.734,         0.863,        -0.486,       -0.0000,       -0.0000,    0,        44.062,         1,      11,       2, DGK Test1,       0
    48,     P-341,   2017/08/14 22:55:27,           1-11,       3,       -34.993,      -282.275,         17678,      -1,    1,                                        ,                                        ,                 H2O, 1502773233.17,         0.173,         0.443,        53.003,        -0.000,         0.006,         1.264,        78.531,        35.394,         0.942,        56.629,         0.863,        -0.563,       -0.0000,       -0.0000,    0,        44.062,         1,      11,       2, DGK Test1,       0
    49,     P-341,   2017/08/14 23:04:24,           1-11,       4,       -34.992,      -282.401,         17775,       0,    1,                                        ,                                        ,                 H2O, 1502773769.39,         0.176,         0.488,        53.403,        -0.000,         0.007,         1.281,        79.045,        35.752,         0.913,        56.688,         0.863,        -0.653,        0.0000,        0.0000,    0,        44.125,         1,      11,       2, DGK Test1,       0
    50,     P-341,   2017/08/14 23:13:21,           1-11,       5,       -34.983,      -282.470,         17736,       0,    1,                                        ,                                        ,                 H2O, 1502774305.99,         0.189,         0.420,        52.871,        -0.000,         0.006,         1.260,        78.916,        35.830,         0.888,        55.433,         0.864,        -0.712,        0.0000,        0.0000,    0,        44.125,         1,      11,       2, DGK Test1,       0
    51,     P-342,   2017/08/14 23:22:57,           1-12,       1,       -17.136,      -136.259,         17644,      -1,    1,                                        ,                                        ,                 H2O, 1502774883.42,         0.207,         0.410,        52.838,        -0.001,         0.000,         1.268,        81.529,        34.988,         0.957,        57.831,         0.863,        -0.843,        0.0000,        0.0000,    0,        44.062,         1,      12,       2, DGK Test1,       0
    52,     P-342,   2017/08/14 23:31:54,           1-12,       2,       -16.889,      -130.702,         17847,      -1,    1,                                        ,                                        ,                 H2O, 1502775419.89,         0.196,         0.410,        52.389,        -0.000,        -0.004,         1.250,        82.644,        35.103,         0.977,        59.417,         0.863,        -0.757,        0.0000,        0.0000,    0,        44.062,         1,      12,       2, DGK Test1,       0
    53,     P-342,   2017/08/14 23:40:50,           1-12,       3,       -16.784,      -129.148,         17737,      -1,    1,                                        ,                                        ,                 H2O, 1502775955.71,         0.197,         0.433,        52.640,        -0.001,        -0.004,         1.255,        82.036,        34.980,         0.972,        59.021,         0.863,        -0.748,       -0.0000,       -0.0000,    0,        44.125,         1,      12,       2, DGK Test1,       0
    54,     P-342,   2017/08/14 23:49:47,           1-12,       4,       -16.757,      -128.688,         17711,       0,    1,                                        ,                                        ,                 H2O, 1502776492.69,         0.182,         0.408,        51.810,        -0.000,        -0.004,         1.243,        82.086,        34.847,         0.946,        58.001,         0.864,        -0.920,       -0.0000,       -0.0000,    0,        44.062,         1,      12,       2, DGK Test1,       0
    55,     P-342,   2017/08/14 23:58:43,           1-12,       5,       -16.736,      -128.207,         17797,       0,    1,                                        ,                                        ,                 H2O, 1502777028.71,         0.186,         0.380,        53.875,        -0.001,        -0.002,         1.285,        82.589,        34.975,         0.952,        58.224,         0.864,        -0.969,       -0.0000,       -0.0000,    0,        44.250,         1,      12,       2, DGK Test1,       0
    56,     P-343,   2017/08/15 00:08:21,           1-13,       1,       -36.259,      -280.411,         17919,      -1,    1,                                        ,                                        ,                 H2O, 1502777607.04,         0.173,         0.417,        52.368,         0.000,         0.005,         1.248,        79.929,        35.874,         0.926,        56.735,         0.863,        -0.645,       -0.0000,       -0.0000,    0,        44.375,         1,      13,       2, DGK Test1,       0
    57,     P-343,   2017/08/15 00:17:18,           1-13,       2,       -36.526,      -286.148,         17850,      -1,    1,                                        ,                                        ,                 H2O, 1502778143.59,         0.178,         0.538,        52.757,         0.000,         0.008,         1.258,        79.640,        35.545,         0.918,        56.590,         0.863,        -0.719,        0.0000,        0.0000,    0,        44.312,         1,      13,       2, DGK Test1,       0
    58,     P-343,   2017/08/15 00:26:15,           1-13,       3,       -36.574,      -287.483,         17854,      -1,    1,                                        ,                                        ,                 H2O, 1502778680.36,         0.185,         0.513,        52.520,        -0.000,         0.008,         1.254,        79.517,        35.618,         0.954,        57.283,         0.863,        -0.634,        0.0000,        0.0000,    0,        44.250,         1,      13,       2, DGK Test1,       0
    59,     P-343,   2017/08/15 00:35:12,           1-13,       4,       -36.624,      -288.151,         17740,       0,    1,                                        ,                                        ,                 H2O, 1502779217.80,         0.194,         0.458,        51.688,        -0.000,         0.007,         1.241,        78.845,        35.785,         0.911,        56.229,         0.863,        -0.607,       -0.0000,       -0.0000,    0,        44.188,         1,      13,       2, DGK Test1,       0
    60,     P-343,   2017/08/15 00:44:08,           1-13,       5,       -36.638,      -288.584,         17735,       0,    1,                                        ,                                        ,                 H2O, 1502779753.99,         0.198,         0.494,        52.936,        -0.000,         0.008,         1.264,        79.018,        35.645,         0.901,        55.403,         0.862,        -0.810,        0.0000,        0.0000,    0,        44.125,         1,      13,       2, DGK Test1,       0
    61,     P-344,   2017/08/15 00:53:46,           1-14,       1,       -35.044,      -282.600,         17685,      -1,    1,                                        ,                                        ,                 H2O, 1502780331.37,         0.199,         0.456,        52.688,        -0.000,         0.007,         1.258,        78.846,        35.378,         0.897,        55.516,         0.862,        -0.797,        0.0000,        0.0000,    0,        44.062,         1,      14,       2, DGK Test1,       0
    62,     P-344,   2017/08/15 01:02:43,           1-14,       2,       -35.000,      -282.432,         17842,      -1,    1,                                        ,                                        ,                 H2O, 1502780868.78,         0.182,         0.450,        52.549,        -0.000,         0.005,         1.261,        79.584,        35.744,         0.888,        56.119,         0.862,        -0.689,        0.0000,        0.0000,    0,        44.125,         1,      14,       2, DGK Test1,       0
    63,     P-344,   2017/08/15 01:11:39,           1-14,       3,       -34.986,      -282.691,         17811,      -1,    1,                                        ,                                        ,                 H2O, 1502781404.27,         0.181,         0.471,        53.065,        -0.000,         0.006,         1.259,        79.490,        35.507,         0.915,        56.286,         0.862,        -0.801,        0.0000,        0.0000,    0,        44.125,         1,      14,       2, DGK Test1,       0
    64,     P-344,   2017/08/15 01:20:35,           1-14,       4,       -35.010,      -282.719,         17774,       0,    1,                                        ,                                        ,                 H2O, 1502781940.49,         0.192,         0.401,        53.174,        -0.001,         0.005,         1.268,        79.178,        35.389,         0.915,        56.871,         0.863,        -0.626,        0.0000,        0.0000,    0,        44.125,         1,      14,       2, DGK Test1,       0
    65,     P-344,   2017/08/15 01:29:31,           1-14,       5,       -35.011,      -282.790,         17743,       0,    1,                                        ,                                        ,                 H2O, 1502782476.15,         0.172,         0.415,        53.761,        -0.000,         0.005,         1.282,        78.803,        35.875,         0.920,        56.391,         0.862,        -0.607,       -0.0000,       -0.0000,    0,        44.000,         1,      14,       2, DGK Test1,       0
    66,     P-345,   2017/08/15 01:39:06,           1-15,       1,       -17.134,      -136.392,         17664,      -1,    1,                                        ,                                        ,                 H2O, 1502783052.04,         0.205,         0.400,        52.709,        -0.000,        -0.001,         1.250,        81.681,        34.685,         0.979,        58.732,         0.862,        -0.743,       -0.0000,       -0.0000,    0,        44.125,         1,      15,       2, DGK Test1,       0
    67,     P-345,   2017/08/15 01:48:03,           1-15,       2,       -16.928,      -131.094,         17844,      -1,    1,                                        ,                                        ,                 H2O, 1502783588.95,         0.189,         0.414,        51.853,        -0.001,        -0.004,         1.237,        82.546,        35.281,         0.967,        59.437,         0.863,        -0.747,        0.0000,        0.0000,    0,        44.125,         1,      15,       2, DGK Test1,       0
    68,     P-345,   2017/08/15 01:56:59,           1-15,       3,       -16.841,      -129.411,         17829,      -1,    1,                                        ,                                        ,                 H2O, 1502784124.58,         0.200,         0.413,        52.331,        -0.001,        -0.004,         1.250,        82.626,        34.658,         0.972,        60.272,         0.863,        -0.673,        0.0000,        0.0000,    0,        44.062,         1,      15,       2, DGK Test1,       0
    69,     P-345,   2017/08/15 02:05:54,           1-15,       4,       -16.784,      -128.848,         17860,       0,    1,                                        ,                                        ,                 H2O, 1502784660.06,         0.201,         0.415,        52.379,        -0.001,        -0.003,         1.259,        82.806,        34.983,         0.978,        59.500,         0.862,        -0.823,       -0.0000,       -0.0000,    0,        44.062,         1,      15,       2, DGK Test1,       0
    70,     P-345,   2017/08/15 02:14:51,           1-15,       5,       -16.766,      -128.484,         17765,       0,    1,                                        ,                                        ,                 H2O, 1502785196.45,         0.192,         0.439,        52.048,        -0.001,        -0.003,         1.242,        82.355,        34.913,         0.967,        58.332,         0.862,        -0.845,        0.0000,        0.0000,    0,        44.062,         1,      15,       2, DGK Test1,       0
    71,     P-346,   2017/08/15 02:24:26,           1-16,       1,       -36.253,      -280.456,         17697,      -1,    1,                                        ,                                        ,                 H2O, 1502785772.20,         0.186,         0.424,        51.315,         0.001,         0.005,         1.233,        78.652,        35.736,         0.931,        55.890,         0.861,        -0.655,        0.0000,        0.0000,    0,        44.062,         1,      16,       2, DGK Test1,       0
    72,     P-346,   2017/08/15 02:33:23,           1-16,       2,       -36.499,      -286.215,         17666,      -1,    1,                                        ,                                        ,                 H2O, 1502786308.64,         0.187,         0.494,        51.479,         0.000,         0.008,         1.230,        78.623,        35.646,         0.894,        54.956,         0.861,        -0.731,       -0.0000,       -0.0000,    0,        44.062,         1,      16,       2, DGK Test1,       0
    73,     P-346,   2017/08/15 02:42:19,           1-16,       3,       -36.609,      -287.661,         17775,      -1,    1,                                        ,                                        ,                 H2O, 1502786844.71,         0.181,         0.529,        53.019,        -0.000,         0.008,         1.265,        78.877,        36.037,         0.937,        56.443,         0.863,        -0.571,        0.0000,        0.0000,    0,        44.062,         1,      16,       2, DGK Test1,       0
    74,     P-346,   2017/08/15 02:51:16,           1-16,       4,       -36.645,      -288.335,         17614,       0,    1,                                        ,                                        ,                 H2O, 1502787381.49,         0.197,         0.546,        51.647,        -0.000,         0.008,         1.232,        78.204,        35.398,         0.892,        56.153,         0.863,        -0.597,       -0.0000,       -0.0000,    0,        44.125,         1,      16,       2, DGK Test1,       0
    75,     P-346,   2017/08/15 03:00:12,           1-16,       5,       -36.690,      -288.701,         17697,       0,    1,                                        ,                                        ,                 H2O, 1502787917.89,         0.185,         0.486,        52.880,        -0.000,         0.007,         1.264,        78.577,        35.665,         0.921,        56.384,         0.861,        -0.510,        0.0000,        0.0000,    0,        44.062,         1,      16,       2, DGK Test1,       0
