  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    36,     P-236,   2017/01/27 00:54:47,           1-02,       5,         0.211,        -2.073,         17758,       0,    1,                                        ,                                        ,                 H2O, 1485503992.83,         0.190,         0.525,        44.946,        -0.001,        -0.008,         1.071,        78.465,        35.107,         0.985,        59.997,         0.863,        -1.092,       -0.0000,       -0.0000,    0,        44.000,         1,       2,       3, DGK Test1,       0
    37,     P-236,   2017/01/27 01:03:44,           1-02,       6,         0.239,        -1.757,         17668,       0,    1,                                        ,                                        ,                 H2O, 1485504529.60,         0.218,         0.483,        43.595,        -0.002,        -0.007,         1.044,        78.287,        34.216,         1.016,        60.285,         0.863,        -1.107,       -0.0000,       -0.0000,    0,        44.000,         1,       2,       3, DGK Test1,       0
    38,     P-236,   2017/01/27 01:12:40,           1-02,       7,         0.258,        -1.567,         17466,       0,    1,                                        ,                                        ,                 H2O, 1485505065.58,         0.194,         0.452,        43.418,        -0.001,        -0.005,         1.039,        77.153,        34.176,         0.988,        59.285,         0.863,        -1.148,        0.0000,        0.0000,    0,        44.000,         1,       2,       3, DGK Test1,       0
    39,     P-236,   2017/01/27 01:21:37,           1-02,       8,         0.270,        -1.233,         17834,       0,    1,                                        ,                                        ,                 H2O, 1485505603.48,         0.215,         0.486,        44.729,        -0.001,        -0.006,         1.067,        78.972,        34.865,         1.017,        60.489,         0.861,        -1.038,       -0.0000,       -0.0000,    0,        44.000,         1,       2,       3, DGK Test1,       0
    40,     P-236,   2017/01/27 01:30:33,           1-02,       9,         0.262,        -1.065,         17674,       0,    1,                                        ,                                        ,                 H2O, 1485506138.62,         0.187,         0.516,        44.397,        -0.000,        -0.006,         1.065,        78.270,        34.437,         1.007,        59.835,         0.863,        -1.114,       -0.0000,       -0.0000,    0,        43.938,         1,       2,       3, DGK Test1,       0
    41,     P-236,   2017/01/27 01:39:30,           1-02,      10,         0.266,        -0.875,         17659,       0,    1,                                        ,                                        ,                 H2O, 1485506675.33,         0.186,         0.467,        45.028,        -0.001,        -0.006,         1.085,        78.206,        34.188,         1.007,        60.343,         0.864,        -1.020,       -0.0000,       -0.0000,    0,        44.000,         1,       2,       3, DGK Test1,       0
    42,     P-237,   2017/01/27 01:49:07,           1-03,       1,       -28.903,      -222.314,         17755,      -1,    1,                                        ,                                        ,                 H2O, 1485507253.09,         0.196,         0.395,        45.155,         0.000,         0.003,         1.077,        78.416,        35.462,         0.911,        56.814,         0.862,        -0.792,        0.0000,        0.0000,    0,        43.938,         1,       3,       3, DGK Test1,       0
    43,     P-237,   2017/01/27 01:58:03,           1-03,       2,       -29.276,      -230.804,         17710,      -1,    1,                                        ,                                        ,                 H2O, 1485507789.34,         0.189,         0.522,        45.239,         0.000,         0.009,         1.080,        78.146,        35.211,         0.930,        57.264,         0.862,        -0.613,        0.0000,        0.0000,    0,        44.062,         1,       3,       3, DGK Test1,       0
    44,     P-237,   2017/01/27 02:07:00,           1-03,       3,       -29.352,      -232.559,         17554,      -1,    1,                                        ,                                        ,                 H2O, 1485508325.78,         0.194,         0.501,        44.944,         0.001,         0.008,         1.080,        77.568,        34.462,         0.925,        57.060,         0.861,        -0.780,       -0.0000,       -0.0000,    0,        44.062,         1,       3,       3, DGK Test1,       0
    45,     P-237,   2017/01/27 02:15:57,           1-03,       4,       -29.424,      -233.738,         17683,       0,    1,                                        ,                                        ,                 H2O, 1485508861.98,         0.192,         0.439,        45.798,         0.000,         0.006,         1.093,        78.008,        35.545,         0.911,        56.147,         0.861,        -0.826,       -0.0000,       -0.0000,    0,        44.000,         1,       3,       3, DGK Test1,       0
    46,     P-237,   2017/01/27 02:24:53,           1-03,       5,       -29.457,      -234.174,         17427,       0,    1,                                        ,                                        ,                 H2O, 1485509398.13,         0.205,         0.481,        45.950,        -0.001,         0.007,         1.103,        76.729,        34.891,         0.914,        55.500,         0.862,        -0.800,        0.0000,        0.0000,    0,        43.938,         1,       3,       3, DGK Test1,       0
    47,     P-237,   2017/01/27 02:33:49,           1-03,       6,       -29.507,      -234.635,         17405,       0,    1,                                        ,                                        ,                 H2O, 1485509935.35,         0.195,         0.466,        46.061,        -0.000,         0.005,         1.100,        76.595,        34.791,         0.908,        55.828,         0.862,        -0.670,        0.0000,        0.0000,    0,        43.938,         1,       3,       3, DGK Test1,       0
    48,     P-237,   2017/01/27 02:42:46,           1-03,       7,       -29.515,      -234.877,         17671,       0,    1,                                        ,                                        ,                 H2O, 1485510471.56,         0.184,         0.430,        46.194,        -0.001,         0.005,         1.103,        77.878,        35.345,         0.926,        56.928,         0.862,        -0.693,        0.0000,        0.0000,    0,        44.000,         1,       3,       3, DGK Test1,       0
    49,     P-237,   2017/01/27 02:51:43,           1-03,       8,       -29.494,      -235.105,         17599,       0,    1,                                        ,                                        ,                 H2O, 1485511008.32,         0.173,         0.395,        45.389,        -0.000,         0.004,         1.088,        77.775,        35.199,         0.901,        55.263,         0.863,        -0.989,       -0.0000,       -0.0000,    0,        44.062,         1,       3,       3, DGK Test1,       0
    50,     P-237,   2017/01/27 03:00:40,           1-03,       9,       -29.539,      -235.421,         17489,       0,    1,                                        ,                                        ,                 H2O, 1485511545.21,         0.178,         0.426,        44.497,        -0.001,         0.005,         1.068,        77.149,        34.853,         0.926,        55.474,         0.862,        -0.839,       -0.0000,       -0.0000,    0,        44.062,         1,       3,       3, DGK Test1,       0
    51,     P-237,   2017/01/27 03:09:37,           1-03,      10,       -29.541,      -235.527,         17727,       0,    1,                                        ,                                        ,                 H2O, 1485512082.06,         0.183,         0.404,        45.408,        -0.000,         0.004,         1.091,        78.229,        35.687,         0.917,        56.069,         0.861,        -0.728,       -0.0000,       -0.0000,    0,        44.062,         1,       3,       3, DGK Test1,       0
    52,     P-238,   2017/01/27 03:19:14,           1-99,       1,       -20.451,      -164.056,         17481,      -1,    1,                                        ,                                        ,                 H2O, 1485512659.49,         0.174,         0.415,        45.933,        -0.000,         0.003,         1.095,        77.146,        34.626,         0.910,        56.910,         0.862,        -0.880,       -0.0000,       -0.0000,    0,        44.062,         1,      99,       4, DGK Test1,       0
    53,     P-238,   2017/01/27 03:28:08,           1-99,       2,       -20.345,      -161.486,         17738,      -1,    1,                                        ,                                        ,                 H2O, 1485513193.72,         0.183,         0.382,        44.235,         0.000,        -0.000,         1.061,        78.468,        34.945,         0.974,        58.109,         0.862,        -0.832,       -0.0000,       -0.0000,    0,        44.062,         1,      99,       4, DGK Test1,       0
    54,     P-238,   2017/01/27 03:37:03,           1-99,       3,       -20.352,      -160.851,         17656,      -1,    1,                                        ,                                        ,                 H2O, 1485513728.67,         0.180,         0.424,        45.564,        -0.001,        -0.001,         1.087,        77.962,        34.830,         0.941,        58.215,         0.863,        -0.772,       -0.0000,       -0.0000,    0,        44.062,         1,      99,       4, DGK Test1,       0
    55,     P-238,   2017/01/27 03:45:57,           1-99,       4,       -20.288,      -160.500,         17503,       0,    1,                                        ,                                        ,                 H2O, 1485514262.61,         0.184,         0.374,        44.095,        -0.000,        -0.000,         1.051,        77.082,        34.983,         0.937,        56.869,         0.862,        -0.826,       -0.0000,       -0.0000,    0,        44.062,         1,      99,       4, DGK Test1,       0
    56,     P-238,   2017/01/27 03:54:51,           1-99,       5,       -20.300,      -160.532,         17474,       0,    1,                                        ,                                        ,                 H2O, 1485514796.73,         0.184,         0.386,        44.188,         0.000,        -0.001,         1.061,        77.073,        34.915,         0.925,        55.961,         0.862,        -1.033,       -0.0000,       -0.0000,    0,        44.062,         1,      99,       4, DGK Test1,       0
    57,     P-238,   2017/01/27 04:03:45,           1-99,       6,       -20.291,      -160.346,         17570,       0,    1,                                        ,                                        ,                 H2O, 1485515330.26,         0.184,         0.403,        43.156,        -0.001,        -0.000,         1.036,        77.525,        34.753,         0.953,        57.536,         0.862,        -0.827,        0.0000,        0.0000,    0,        44.125,         1,      99,       4, DGK Test1,       0
    58,     P-238,   2017/01/27 04:12:39,           1-99,       7,       -20.302,      -160.369,         17437,       0,    1,                                        ,                                        ,                 H2O, 1485515865.07,         0.195,         0.406,        40.275,        -0.001,         0.000,         0.959,        76.792,        35.012,         0.917,        55.938,         0.861,        -0.919,       -0.0000,       -0.0000,    0,        44.125,         1,      99,       4, DGK Test1,       0
    59,     P-238,   2017/01/27 04:21:34,           1-99,       8,       -20.284,      -160.220,         17874,       0,    1,                                        ,                                        ,                 H2O, 1485516399.88,         0.210,         0.402,        42.750,         0.000,         0.000,         1.024,        79.100,        35.320,         0.985,        58.609,         0.862,        -0.842,        0.0000,        0.0000,    0,        44.000,         1,      99,       4, DGK Test1,       0
    60,     P-238,   2017/01/27 04:30:28,           1-99,       9,       -20.266,      -160.246,         17446,       0,    1,                                        ,                                        ,                 H2O, 1485516934.04,         0.201,         0.385,        42.776,        -0.001,        -0.000,         1.019,        77.003,        34.560,         0.935,        56.443,         0.862,        -1.004,        0.0000,        0.0000,    0,        44.000,         1,      99,       4, DGK Test1,       0
    61,     P-238,   2017/01/27 04:39:23,           1-99,      10,       -20.297,      -160.212,         17513,       0,    1,                                        ,                                        ,                 H2O, 1485517468.38,         0.197,         0.406,        41.293,        -0.000,         0.001,         0.989,        77.301,        34.513,         0.940,        57.595,         0.862,        -0.858,       -0.0000,       -0.0000,    0,        43.938,         1,      99,       4, DGK Test1,       0
    62,     P-239,   2017/01/27 04:49:00,          1-100,       1,        -0.073,       -10.265,         17659,      -1,    1,                                        ,                                        ,                 H2O, 1485518045.57,         0.220,         0.482,        42.406,        -0.002,        -0.006,         1.009,        78.006,        34.718,         1.003,        59.869,         0.862,        -1.027,       -0.0000,       -0.0000,    0,        44.000,         1,     100,       4, DGK Test1,       0
    63,     P-239,   2017/01/27 04:57:54,          1-100,       2,         0.240,        -4.189,         17680,      -1,    1,                                        ,                                        ,                 H2O, 1485518579.76,         0.221,         0.571,        41.349,        -0.001,        -0.010,         0.984,        78.110,        34.418,         1.022,        60.964,         0.862,        -0.937,        0.0000,        0.0000,    0,        44.000,         1,     100,       4, DGK Test1,       0
    64,     P-239,   2017/01/27 05:06:47,          1-100,       3,         0.348,        -2.715,         17430,      -1,    1,                                        ,                                        ,                 H2O, 1485519113.20,         0.173,         0.555,        41.793,        -0.001,        -0.009,         1.002,        76.760,        34.167,         1.005,        60.045,         0.862,        -0.849,       -0.0000,       -0.0000,    0,        44.062,         1,     100,       4, DGK Test1,       0
    65,     P-239,   2017/01/27 05:15:41,          1-100,       4,         0.415,        -1.818,         17628,       0,    1,                                        ,                                        ,                 H2O, 1485519646.63,         0.205,         0.554,        43.577,        -0.002,        -0.009,         1.050,        77.890,        34.486,         1.006,        60.162,         0.863,        -0.926,       -0.0000,       -0.0000,    0,        44.000,         1,     100,       4, DGK Test1,       0
    66,     P-239,   2017/01/27 05:24:36,          1-100,       5,         0.410,        -1.214,         17580,       0,    1,                                        ,                                        ,                 H2O, 1485520181.37,         0.193,         0.504,        43.341,        -0.001,        -0.007,         1.041,        77.701,        34.227,         1.005,        59.892,         0.861,        -1.012,       -0.0000,       -0.0000,    0,        44.000,         1,     100,       4, DGK Test1,       0
    67,     P-239,   2017/01/27 05:33:30,          1-100,       6,         0.446,        -0.941,         17571,       0,    1,                                        ,                                        ,                 H2O, 1485520715.28,         0.193,         0.488,        43.955,        -0.002,        -0.006,         1.054,        77.468,        34.666,         1.000,        59.677,         0.862,        -0.919,        0.0000,        0.0000,    0,        43.938,         1,     100,       4, DGK Test1,       0
    68,     P-239,   2017/01/27 05:42:23,          1-100,       7,         0.449,        -0.738,         17626,       0,    1,                                        ,                                        ,                 H2O, 1485521249.37,         0.187,         0.466,        44.031,        -0.001,        -0.005,         1.057,        77.882,        34.727,         1.004,        59.313,         0.862,        -1.141,       -0.0000,       -0.0000,    0,        44.000,         1,     100,       4, DGK Test1,       0
    69,     P-239,   2017/01/27 05:51:17,          1-100,       8,         0.479,        -0.375,         17312,       0,    1,                                        ,                                        ,                 H2O, 1485521782.79,         0.197,         0.490,        43.813,        -0.001,        -0.006,         1.045,        76.169,        34.049,         0.995,        58.889,         0.861,        -0.935,        0.0000,        0.0000,    0,        44.062,         1,     100,       4, DGK Test1,       0
    70,     P-239,   2017/01/27 06:00:11,          1-100,       9,         0.513,        -0.190,         17428,       0,    1,                                        ,                                        ,                 H2O, 1485522317.16,         0.183,         0.463,        43.960,        -0.001,        -0.004,         1.055,        76.824,        33.961,         1.020,        60.086,         0.861,        -0.923,        0.0000,        0.0000,    0,        44.062,         1,     100,       4, DGK Test1,       0
    71,     P-239,   2017/01/27 06:09:06,          1-100,      10,         0.491,        -0.146,         17607,       0,    1,                                        ,                                        ,                 H2O, 1485522851.44,         0.193,         0.442,        43.556,        -0.001,        -0.006,         1.043,        77.799,        34.487,         1.010,        59.685,         0.863,        -0.947,        0.0000,        0.0000,    0,        43.938,         1,     100,       4, DGK Test1,       0
    72,     P-240,   2017/01/27 06:18:45,          1-101,       1,       -28.568,      -221.160,         17541,      -1,    1,                                        ,                                        ,                 H2O, 1485523430.52,         0.197,         0.398,        43.590,         0.000,         0.004,         1.044,        77.202,        35.025,         0.934,        56.949,         0.863,        -0.619,       -0.0000,       -0.0000,    0,        44.000,         1,     101,       4, DGK Test1,       0
    73,     P-240,   2017/01/27 06:27:38,          1-101,       2,       -28.905,      -229.262,         17501,      -1,    1,                                        ,                                        ,                 H2O, 1485523964.22,         0.182,         0.550,        44.271,         0.001,         0.010,         1.055,        76.812,        34.962,         0.956,        57.813,         0.862,        -0.439,       -0.0000,       -0.0000,    0,        44.000,         1,     101,       4, DGK Test1,       0
    74,     P-240,   2017/01/27 06:36:32,          1-101,       3,       -29.040,      -231.510,         17377,      -1,    1,                                        ,                                        ,                 H2O, 1485524497.82,         0.194,         0.491,        42.469,         0.000,         0.008,         1.018,        76.418,        34.897,         0.918,        55.382,         0.861,        -0.717,       -0.0000,       -0.0000,    0,        44.000,         1,     101,       4, DGK Test1,       0
    75,     P-240,   2017/01/27 06:45:26,          1-101,       4,       -29.061,      -232.311,         17654,       0,    1,                                        ,                                        ,                 H2O, 1485525032.01,         0.182,         0.473,        42.315,         0.000,         0.007,         1.014,        77.896,        35.303,         0.922,        56.348,         0.862,        -0.776,        0.0000,        0.0000,    0,        44.000,         1,     101,       4, DGK Test1,       0
