  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code
    42,     P-444,   2018/09/13 22:44:56,         Ink-01,      42,       -15.126,      -118.601,         17446,       0,    1,                                        ,                                        ,                 H2O, 1536900601.64,         0.188,         0.389,        71.259,        -0.001,         0.001,         1.692,        78.102,        38.092,         0.890,        53.742,         0.864,        -0.683,       -0.0000,       -0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    43,     P-444,   2018/09/13 22:53:50,         Ink-01,      43,       -15.101,      -118.640,         18325,       0,    1,                                        ,                                        ,                 H2O, 1536901135.31,         0.180,         0.414,        67.389,        -0.000,        -0.001,         1.604,        83.203,        39.378,         0.936,        55.455,         0.865,        -1.169,        0.0000,        0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    44,     P-444,   2018/09/13 23:02:43,         Ink-01,      44,       -15.096,      -118.828,         17400,       0,    1,                                        ,                                        ,                 H2O, 1536901668.26,         0.187,         0.420,        68.188,        -0.001,        -0.002,         1.633,        78.615,        37.713,         0.873,        50.782,         0.863,        -1.523,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    45,     P-444,   2018/09/13 23:11:36,         Ink-01,      45,       -15.047,      -118.612,         18288,       0,    1,                                        ,                                        ,                 H2O, 1536902201.85,         0.169,         0.379,        67.456,        -0.000,         0.000,         1.596,        83.298,        39.538,         0.908,        53.386,         0.864,        -1.605,       -0.0000,       -0.0000,    0,        42.375,       Ink,       1,       1,  DGK_norm,       0
    46,     P-444,   2018/09/13 23:20:30,         Ink-01,      46,       -15.061,      -118.859,         17861,       0,    1,                                        ,                                        ,                 H2O, 1536902736.03,         0.181,         0.398,        71.414,        -0.001,         0.000,         1.700,        81.162,        38.562,         0.897,        51.688,         0.864,        -1.726,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    47,     P-444,   2018/09/13 23:29:23,         Ink-01,      47,       -15.066,      -118.856,         17607,       0,    1,                                        ,                                        ,                 H2O, 1536903269.18,         0.209,         0.450,        65.384,        -0.001,        -0.000,         1.557,        79.711,        37.924,         0.868,        52.097,         0.864,        -1.453,       -0.0000,       -0.0000,    0,        42.375,       Ink,       1,       1,  DGK_norm,       0
    48,     P-444,   2018/09/13 23:38:17,         Ink-01,      48,       -15.037,      -118.647,         18020,       0,    1,                                        ,                                        ,                 H2O, 1536903802.90,         0.187,         0.451,        65.046,        -0.000,         0.001,         1.549,        82.003,        38.881,         0.912,        52.131,         0.864,        -1.673,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    49,     P-444,   2018/09/13 23:47:11,         Ink-01,      49,       -15.095,      -118.899,         17598,       0,    1,                                        ,                                        ,                 H2O, 1536904336.68,         0.202,         0.406,        64.449,        -0.001,         0.001,         1.544,        79.883,        37.728,         0.899,        51.024,         0.864,        -1.703,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    50,     P-444,   2018/09/13 23:56:03,         Ink-01,      50,       -15.079,      -118.712,         18303,       0,    1,                                        ,                                        ,                 H2O, 1536904869.51,         0.191,         0.421,        71.390,        -0.001,         0.000,         1.690,        83.177,        39.439,         0.931,        54.923,         0.864,        -1.344,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    51,     P-444,   2018/09/14 00:04:57,         Ink-01,      51,       -15.075,      -118.736,         17834,       0,    1,                                        ,                                        ,                 H2O, 1536905402.71,         0.193,         0.411,        64.565,         0.000,        -0.000,         1.540,        80.877,        38.252,         0.897,        53.044,         0.863,        -1.476,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    52,     P-444,   2018/09/14 00:13:50,         Ink-01,      52,       -15.112,      -118.396,         17659,       0,    1,                                        ,                                        ,                 H2O, 1536905936.27,         0.187,         0.404,        64.071,        -0.000,         0.002,         1.528,        80.201,        36.089,         0.922,        56.009,         0.864,        -1.096,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    53,     P-444,   2018/09/14 00:22:44,         Ink-01,      53,       -15.146,      -118.463,         17751,       0,    1,                                        ,                                        ,                 H2O, 1536906469.71,         0.178,         0.424,        67.031,        -0.000,         0.001,         1.607,        80.843,        35.335,         0.957,        57.962,         0.865,        -0.966,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    54,     P-444,   2018/09/14 00:31:37,         Ink-01,      54,       -15.118,      -118.230,         18105,       0,    1,                                        ,                                        ,                 H2O, 1536907002.80,         0.196,         0.399,        68.845,        -0.000,        -0.001,         1.634,        82.603,        35.710,         0.998,        60.653,         0.866,        -0.672,       -0.0000,       -0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    55,     P-444,   2018/09/14 00:40:30,         Ink-01,      55,       -15.140,      -118.370,         17912,       0,    1,                                        ,                                        ,                 H2O, 1536907535.43,         0.187,         0.408,        64.694,         0.000,        -0.000,         1.541,        81.706,        34.951,         0.998,        60.512,         0.865,        -0.703,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    56,     P-444,   2018/09/14 00:49:23,         Ink-01,      56,       -15.161,      -118.336,         17589,       0,    1,                                        ,                                        ,                 H2O, 1536908069.07,         0.182,         0.375,        63.483,        -0.000,         0.001,         1.521,        79.968,        34.368,         0.979,        59.347,         0.865,        -0.644,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       1,  DGK_norm,       0
    57,     P-444,   2018/09/14 00:58:16,         Ink-01,      57,       -15.139,      -118.339,         17725,       0,    1,                                        ,                                        ,                 H2O, 1536908601.94,         0.183,         0.381,        64.224,        -0.000,         0.002,         1.532,        80.711,        34.888,         0.960,        58.716,         0.864,        -0.801,        0.0000,        0.0000,    0,        42.375,       Ink,       1,       1,  DGK_norm,       0
    58,     P-444,   2018/09/14 01:07:09,         Ink-01,      58,       -15.135,      -118.275,         17820,       0,    1,                                        ,                                        ,                 H2O, 1536909135.14,         0.187,         0.416,        67.544,        -0.001,         0.001,         1.607,        81.226,        34.889,         0.969,        59.598,         0.865,        -0.803,        0.0000,        0.0000,    0,        42.312,       Ink,       1,       1,  DGK_norm,       0
    59,     P-444,   2018/09/14 01:16:03,         Ink-01,      59,       -15.130,      -118.313,         17503,       0,    1,                                        ,                                        ,                 H2O, 1536909668.16,         0.190,         0.423,        62.851,         0.000,        -0.001,         1.502,        79.403,        34.399,         0.967,        59.149,         0.862,        -0.656,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    60,     P-444,   2018/09/14 01:24:57,         Ink-01,      60,       -15.130,      -118.320,         17817,       0,    1,                                        ,                                        ,                 H2O, 1536910202.10,         0.207,         0.403,        66.489,        -0.000,         0.000,         1.586,        81.148,        35.004,         0.956,        59.528,         0.865,        -0.786,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    61,     P-444,   2018/09/14 01:33:49,         Ink-01,      61,       -15.127,      -118.279,         18029,       0,    1,                                        ,                                        ,                 H2O, 1536910734.34,         0.191,         0.462,        67.433,        -0.001,         0.001,         1.604,        82.349,        34.968,         1.007,        61.271,         0.865,        -0.658,       -0.0000,       -0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    62,     P-444,   2018/09/14 01:42:43,         Ink-01,      62,       -15.118,      -118.348,         17746,       0,    1,                                        ,                                        ,                 H2O, 1536911268.24,         0.186,         0.403,        63.048,        -0.000,         0.001,         1.509,        80.835,        34.925,         0.970,        58.906,         0.866,        -0.812,       -0.0000,       -0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    63,     P-444,   2018/09/14 01:51:36,         Ink-01,      63,       -15.111,      -118.257,         17909,       0,    1,                                        ,                                        ,                 H2O, 1536911801.77,         0.204,         0.372,        67.123,        -0.001,         0.001,         1.607,        81.671,        35.016,         0.997,        60.058,         0.865,        -0.689,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    64,     P-444,   2018/09/14 02:00:29,         Ink-01,      64,       -15.133,      -118.369,         17922,       0,    1,                                        ,                                        ,                 H2O, 1536912334.74,         0.200,         0.395,        63.723,        -0.001,        -0.000,         1.519,        81.724,        34.935,         0.977,        60.715,         0.865,        -0.692,       -0.0000,       -0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    65,     P-444,   2018/09/14 02:09:22,         Ink-01,      65,       -15.155,      -118.339,         17959,       0,    1,                                        ,                                        ,                 H2O, 1536912867.71,         0.198,         0.443,        67.756,        -0.000,         0.001,         1.621,        81.926,        34.992,         1.003,        60.643,         0.865,        -0.743,       -0.0000,       -0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    66,     P-444,   2018/09/14 02:18:15,         Ink-01,      66,       -15.151,      -118.416,         17394,       0,    1,                                        ,                                        ,                 H2O, 1536913401.16,         0.207,         0.401,        62.062,        -0.000,         0.000,         1.488,        78.805,        34.254,         0.987,        58.507,         0.865,        -0.678,        0.0000,        0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    67,     P-444,   2018/09/14 02:27:09,         Ink-01,      67,       -15.088,      -118.214,         18298,       0,    1,                                        ,                                        ,                 H2O, 1536913934.82,         0.204,         0.382,        63.748,        -0.001,         0.000,         1.520,        83.793,        35.710,         0.995,        61.208,         0.865,        -0.807,        0.0000,        0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    68,     P-444,   2018/09/14 02:36:03,         Ink-01,      68,       -15.136,      -118.367,         17911,       0,    1,                                        ,                                        ,                 H2O, 1536914468.11,         0.199,         0.395,        66.025,        -0.001,        -0.000,         1.574,        81.674,        35.177,         0.961,        59.481,         0.864,        -0.785,       -0.0000,       -0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    69,     P-444,   2018/09/14 02:44:56,         Ink-01,      69,       -15.119,      -118.266,         17842,       0,    1,                                        ,                                        ,                 H2O, 1536915001.74,         0.186,         0.400,        62.001,        -0.001,        -0.000,         1.489,        81.351,        34.962,         0.993,        59.243,         0.865,        -0.826,       -0.0000,       -0.0000,    0,        42.125,       Ink,       1,       1,  DGK_norm,       0
    70,     P-444,   2018/09/14 02:53:50,         Ink-01,      70,       -15.127,      -118.273,         17759,       0,    1,                                        ,                                        ,                 H2O, 1536915535.46,         0.200,         0.423,        66.059,        -0.000,         0.001,         1.575,        80.731,        34.607,         1.019,        60.502,         0.864,        -0.580,        0.0000,        0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    71,     P-444,   2018/09/14 03:02:43,         Ink-01,      71,       -15.106,      -118.323,         17727,       0,    1,                                        ,                                        ,                 H2O, 1536916068.47,         0.198,         0.373,        62.144,        -0.001,         0.000,         1.485,        80.715,        35.127,         0.935,        57.727,         0.863,        -0.853,       -0.0000,       -0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
    72,     P-444,   2018/09/14 03:11:37,         Ink-01,      72,       -15.132,      -118.268,         17962,       0,    1,                                        ,                                        ,                 H2O, 1536916602.11,         0.198,         0.409,        64.460,        -0.001,         0.000,         1.547,        82.051,        34.757,         0.987,        60.489,         0.865,        -0.757,       -0.0000,       -0.0000,    0,        42.250,       Ink,       1,       1,  DGK_norm,       0
    73,     P-444,   2018/09/14 03:20:29,         Ink-01,      73,       -15.123,      -118.401,         17685,       0,    1,                                        ,                                        ,                 H2O, 1536917135.02,         0.191,         0.384,        62.393,        -0.001,         0.001,         1.493,        80.513,        34.618,         0.972,        58.934,         0.863,        -0.778,       -0.0000,       -0.0000,    0,        42.188,       Ink,       1,       1,  DGK_norm,       0
